Date,Tweet,User Handle,In Reply To,Follower,Following,Listed,Retweet
1/29/2016 23:17,RT @JovieSylvia: #SAP #HANA helps the #SB50 Host Committee go mobile: https://t.co/GpVdf1rAlB  #SB50Disrupt https://t.co/qprBhezm6s,andytoronto,,5319,3224,2079,2
1/29/2016 23:17,"RT @NFL: This is not a drill.9 days left until #SB50! https://t.co/3tUGb1nrT0",Kicken_lzard15,,91,211,3,850
1/29/2016 23:17,RT @john: @KennyHamilton @sofian_paiva yes we did.. and we will again next week #SuperBowl50,Dani_Amaral1,,286,571,1,791
1/29/2016 23:17,"RT @BovadaLV: Here's a list of colleges that have produced the most Super Bowl players.#SB50 https://t.co/H6e1wZS3ux",BrianBriFisch,,211,323,1,58
1/29/2016 23:17,"RT @HAWKMANIAQ: â€œItâ€™s hard for me to talk because Iâ€™m his dad, but heâ€™s a good story.â€™â€™ Kirk Ferentz https://t.co/cDMuHb50RL #SB50 https://â€_",sbatt79,,2579,486,101,10
1/29/2016 23:17,"RT @NFL: This is not a drill.9 days left until #SB50! https://t.co/3tUGb1nrT0",TurMexDep,,19,74,20,850
1/29/2016 23:17,"RT @sistertoldjah: Local media is reporting between 25,000 and 30,000 were uptown today for the #PanthersPride rally. #SB50 #KeepPounding",LegacyTalentLLC,,2853,1590,29,3
1/29/2016 23:17,To my friends in the Bay: Portland welcomes you during your time of #SuperBowl50 related tribulation. https://t.co/pc3HaLETal,lizzzyacker,,1263,2068,45,6
1/29/2016 23:17,"RT @superbowl50: Download the Road to 50 app, available on iOS, Android and Windows 8.1+ smartphones https://t.co/8B1Oiu5FgS #SB50 https://â€_",ronNcaphill,,429,1690,15,15
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",tarheellauren,,90,292,7,463
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",DloTooTurnt,,680,720,3,463
1/29/2016 23:17,"RT @peta: #Vegans last longer?! _Ÿ˜‰ PETA's #NSFW #SuperBowl50 ad has left TV execs speechless. https://t.co/lwTlV3v265https://t.co/oe7XuhI3m1",CarloMurguia,,151,1142,1,438
1/29/2016 23:17,RT @Panthers: Focused on #SB50 https://t.co/6ZIioJHoQY,hiba_fattah,,116,83,0,636
1/29/2016 23:17,"#SuperBowl50 promo!Only hours left. Remove wine sulfites for half price! https://t.co/JomYJopfDo https://t.co/xpp1Z6zWw0",SO2GO_US,,4786,3887,66,0
1/29/2016 23:17,#SB50Â   a couple more days _Ÿ’¯,izzytolive,,449,246,1,0
1/29/2016 23:17,"RT @mikepersinger: Logistics, #SB50 prep make Panthers' Cam Newton unlikely to attend MVP ceremony. @jjones9: https://t.co/kPpsvJCQW3 httpsâ€_",theobserver,,104780,703,1956,6
1/29/2016 23:17,"RT @Beating_TheOdds: Who will win #SuperBowl50 ?RT - Carolina PanthersFAV - Denver Broncos https://t.co/MRfiEm9D6w",ChrisPineda131,,433,384,0,551
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",justinkenley1,,467,253,2,463
1/29/2016 23:17,Early #SB50 forecast? Sunny and 69! Can't wait to escape this brutal Boston winter. Yeah ok it's not brutal but San Fran here I come! âœˆï¸è_Ÿè‰_Ÿçº,The_djbrown13,,55,175,3,0
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",AshleyUStrick,,897,677,0,463
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",kameronbeden,,211,269,0,463
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",brittanydotexe,,673,1812,12,463
1/29/2016 23:17,"RT @PanthersCR: California Dreaming? 2 tickets to #SuperBowl50 are up on the #KeepPounding Auction!Bid Here&gt;https://t.co/cjNSK0HPoZ https:â€_",Panthers_Tweets,,2264,2039,20,74
1/29/2016 23:17,RT @Panthers: Focused on #SB50 https://t.co/6ZIioJHoQY,hope_estevez,,1301,1072,1,636
1/29/2016 23:17,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Allie_Davison,,9241,910,159,463
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",TheDannyFantom,,1390,1783,9,463
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",EmilyLaddin,,220,68,3,463
1/29/2016 23:16,"Logistics, #SB50 prep make Panthers' Cam Newton unlikely to attend MVP ceremony. @jjones9: https://t.co/kPpsvJCQW3 https://t.co/0BsE4URmyk",mikepersinger,,4775,483,213,6
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",eml714,,24,133,0,463
1/29/2016 23:16,"RT Panthers: Ready For Battle. #SB50 #KeepPounding https://t.co/3WKJQteRSa via cltchamber #clt",ExploreTheMill,,5020,240,90,0
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",k_keeks,,230,191,2,463
1/29/2016 23:16,Who wants a sneak peek at #Hyundai's #SuperBowl50 ads? #HyundaiSuperBowl https://t.co/WrVJiOz4SF,RBHyundai,,36,86,4,0
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",iceman34317,,229,638,3,463
1/29/2016 23:16,"RT @Beating_TheOdds: Who will win #SuperBowl50 ?RT - Carolina PanthersFAV - Denver Broncos https://t.co/MRfiEm9D6w",djmack2k15,,544,756,23,551
1/29/2016 23:16,RT @wweek: Dear People of San Francisco: We Invite You to Take Refuge in Portland for #SuperBowl50 https://t.co/H1A5wBJJYu https://t.co/FqLâ€_,PNWPilates,,3418,2078,57,11
1/29/2016 23:16,"Download the Road to 50 app, available on iOS, Android and Windows 8.1+ smartphones https://t.co/8B1Oiu5FgS #SB50 https://t.co/R6BemVGEpj",superbowl50,,20818,271,185,15
1/29/2016 23:16,I pick the Broncos to win the #Superbowl and am entered to win $250! https://t.co/F18kyylOza #SB50,ashleynbusse,,269,2066,22,0
1/29/2016 23:16,RT @Panthers: Quite a crowd at the #PanthersPride Rally! https://t.co/n8ws8qsQRD,wardamnjustin,,1327,753,17,786
1/29/2016 23:16,"I can't wait for the #SB50 Not just for the half time show, but it's gonna be a good ass game.",MVelezAT,,45,47,1,0
1/29/2016 23:16,"RT @Beating_TheOdds: Who will win #SuperBowl50 ?RT - Carolina PanthersFAV - Denver Broncos https://t.co/MRfiEm9D6w",A2_Milli,,561,504,0,551
1/29/2016 23:16,"RT @WayneFreedman: They worry about parking. About crowds. â€œNobody asked us if we wanted a Superbowl next door to our home.â€ù #sb50 https:/â€_",sakaphotogrfx,,95,181,21,1
1/29/2016 23:16,"RT @Beating_TheOdds: Who will win #SuperBowl50 ?RT - Carolina PanthersFAV - Denver Broncos https://t.co/MRfiEm9D6w",katieebear135,,401,1073,2,551
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",_whoTFcares,,919,777,6,463
1/29/2016 23:16,RT @brianhartline: 93 out of 106 (88%) football players on Super Bowl team rosters played another sport in HS. #SB50 https://t.co/XoRz6peMML,NateEilerman,,414,203,5,496
1/29/2016 23:16,RT @Tyga: Supporting #WoundedWarriors  at @celebritysweat1 Flag football challenge this wknd #superbowl50 gettin game ready! https://t.co/Tâ€_,biebertygaa,,4413,2893,7,280
1/29/2016 23:16,RT @denverparksrec: Join @MayorHancock for a #Broncos fan rally in Civic Center Park this Sun. @ 1:00PM! #GoBroncos #SB50 https://t.co/D0xjâ€_,TheRealPagel,,429,696,28,7
1/29/2016 23:16,"RT @Broncos: ""We're talkin' 'bout practice ...""_Ÿ“¸'s https://t.co/9a4OGFbL9X#SB50 https://t.co/kkAXCQ18av",bcuzican24,,72,235,2,180
1/29/2016 23:16,RT @NatashaABC7: Check out that giant #SB50 sign! Super Bowl 50 looming large above my #ABC7 umbrella #rain #abc7now @abc7newsBayArea httpsâ€_,JuanchoLemus,,1410,1196,140,10
1/29/2016 23:16,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",FlyManJunior,,689,296,1,463
1/29/2016 23:16,RT @FlightN9ne: This is the Panthers year... #SB50 https://t.co/sBRPs2fC0M,QuintonPenrose,,48,97,0,157
1/29/2016 23:16,RT @MakersMarkUK: #RT for chance to #win x2 tix @balthazarlondon #SB50 party complete with Maker's #cocktails https://t.co/tjXEKFkVBN httpsâ€_,Alexi1808,,198,834,18,145
1/29/2016 23:16,"RT @Panthers: Always With Us. #TEAM #SB50 #KeepPounding https://t.co/fCUwhaJSZL",iWearSkinnyTies,,57,257,0,861
1/29/2016 23:16,our #CoMediaSchool students will be on the field at @SportsAuthField tomorrow morning. The @Broncos will play in #SuperBowl50 next sunday.,CoMediaSchool,,846,1210,15,1
1/29/2016 23:16,RT @TheSunNews: WATCH: Thomas Davis isn't concerned about his broken arm as he plans to play in #SuperBowl50. Are you? https://t.co/BwWPyIZâ€_,Franceshj,,95,367,12,1
1/29/2016 23:15,RT @WSOCWeather: JUST IN: Mecklenburg County declares #SuperBowlSunday (Feb. 7) as #OneCarolina Day. #PanthersPride #KeepPounding https://tâ€_,NN4NC,,667,2043,13,3
1/29/2016 23:15,"RT @NCAGO: Read the refund policy before buying #SuperBowl50 tickets. If you have questions, ask and get answers in writing. https://t.co/zâ€_",AngelaWSOC9,,3081,1596,123,2
1/29/2016 23:15,RT @MakersMarkUK: #RT for chance to #win x2 tix @balthazarlondon #SB50 party complete with Maker's #cocktails https://t.co/tjXEKFkVBN httpsâ€_,Cammadre,,179,723,19,145
1/29/2016 23:15,Some new decor for the office #KeepPounding #SuperBowl #SB50â€_ https://t.co/VZoOOKVxbl,MikeCity720,,177,302,6,0
1/29/2016 23:15,SUPER BOWL: Profiles of key players #SB50 #CARvsDEN #NewSchoolvsOldSchool https://t.co/Ltq3ZFeiJi,nensta3,,277,1355,94,0
1/29/2016 23:15,"Local media is reporting between 25,000 and 30,000 were uptown today for the #PanthersPride rally. #SB50 #KeepPounding",sistertoldjah,,30596,2856,1202,3
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",blaquepaper,,1020,1743,35,463
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",___hna___,,1066,933,2,463
1/29/2016 23:15,"New phone case!  Arrived just in time for #SB50  #DenverBroncos  #superbowl50bound @ Lincoln,â€_ https://t.co/4bQaevbS1T",SLeeling,,58,408,0,0
1/29/2016 23:15,RT @BrittMcHenry: Game jerseys they'll wear in Super Bowl fresh into facility to be packed for #SuperBowl50 -- notice emblem #Panthers httpâ€_,djmack2k15,,544,756,23,50
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",WxlfUchiha,,261,168,1,463
1/29/2016 23:15,RT @NFL: And then there were two. #SB50 https://t.co/m8B8RhdYQt,brianmills010,,896,1740,19,5485
1/29/2016 23:15,RT @RubiconProject: PepsiCo CMOs @SethAKaufman &amp; @ramalytics on why 40% of its #SuperBowl50 budget is going to digital: https://t.co/yaxqU3â€_,kylemediaradar,,837,346,557,1
1/29/2016 23:15,"RT @Beating_TheOdds: Who will win #SuperBowl50 ?RT - Carolina PanthersFAV - Denver Broncos https://t.co/MRfiEm9D6w",AliMoonGoddess,,2078,2067,87,551
1/29/2016 23:15,RT @brianhartline: 93 out of 106 (88%) football players on Super Bowl team rosters played another sport in HS. #SB50 https://t.co/XoRz6peMML,TedTraut,,45,97,4,496
1/29/2016 23:15,RT if you think the Panthers taking this W #SB50,MrsYumalicious,,247,547,1,0
1/29/2016 23:15,RT @Ursula_Ringham: Thank you for all your support!! #SB50Disrupt #SB50  https://t.co/egCmwW44nb,andytoronto,,5319,3224,2079,2
1/29/2016 23:15,RT @NFLRetweet: Super Bowl 50 The Force Awakens Hype Video: https://t.co/SpUxvFtrQL #SB50 _Ÿ”¥_Ÿ”¥ https://t.co/OgejuQ5xt9,riley_dachel,,36,118,0,40
1/29/2016 23:15,"RT @SixxSense: New #Podcast @NikkiSixx &amp; @JennOnAir discuss facebook depression, tapeworms, #SuperBowl50 and free ballin' at work https://tâ€_",cruezzsangel1,,101,408,7,13
1/29/2016 23:15,"Our bud and @ESPNRadio host Freddie @ColemanESPN on #SuperBowl50, Cam Newton, the #NBA and more with us at 6:30 pm! https://t.co/DQmiMlwv7L",ESPNUpstate,,2596,819,45,0
1/29/2016 23:15,See you tomorrow at Super Bowl City! @SAPsv #SB50 https://t.co/WLK9GF9lCZ,michaelcjanke,,15,18,1,0
1/29/2016 23:15,Betting on #SuperBowl50 We've reviewed our favorite #Sportsbooks for you! Read up on our rankings here! https://t.co/HWGZCLQj5N,Cappers_Picks,,1807,250,131,0
1/29/2016 23:15,Betting on #SuperBowl50 We've reviewed our favorite #Sportsbooks for you! Read up on our rankings here! https://t.co/gWziL33Pbj,cappersexperts,,511,34,58,0
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Justbeing_DeJa,,350,239,2,463
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",HamptonRFinest,,11180,10973,27,463
1/29/2016 23:15,"Big news, Tweeps...I'M GOING TO SUPER BOWL 50! #SB50",MadMardicus,,284,906,16,0
1/29/2016 23:15,"Eeeek I'm going to all the best parties. #sb50Super Bowl 50 Nightlife and Party Guide https://t.co/nVYUaIYcVm via @kron4news",MTVASHLEYBROOKE,,16626,380,85,0
1/29/2016 23:15,"Read the refund policy before buying #SuperBowl50 tickets. If you have questions, ask and get answers in writing. https://t.co/zYN7dpKJYu",NCAGO,,3292,314,125,2
1/29/2016 23:15,Expert Super Bowl Party Tips with our friends from @WineEnthusiast https://t.co/CVQCxziZoc #SB50,BuenaVistaWines,,1481,1913,78,0
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",samuelalford_,,206,266,2,463
1/29/2016 23:15,"RT @Loews_Regency: Are you coming to #SanFrancisco for #SB50? Other than the big game, what are you most excited to see? #SF @onlyinsf httpâ€_",jetsetjackie,,938,1068,73,4
1/29/2016 23:15,A sunny SF weather forecast for #SuperBowl50 https://t.co/i9FEkFNj8p #NFL,rlieberman2529,,4180,2643,183,0
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Rocky_BlueRain,,44,42,0,463
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",INDYBOY_91,,1986,1896,17,463
1/29/2016 23:15,#SuperBowl50: @Panthers will be without seven players against @Broncos https://t.co/sS1xlu5etT #DENvsCAR https://t.co/ouKytzWpRZ,UPI,,31406,621,2227,2
1/29/2016 23:15,"Drama on the #SB50 field? #Chiefs @tkelce has a dating show? #Raiders to Vegas? Watch: https://t.co/9NbKG0Mc22 https://t.co/zL8fGSIPbA",CGates120Sports,,11477,577,118,0
1/29/2016 23:15,"RT @nflnetwork: Key to a @Panthers #SB50 win?Getting this guy â¬‡ going.https://t.co/mrw04JpQsA https://t.co/XJV4Z4j5Hv",jerall25,,79,270,2,46
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",rivera15_alyssa,,223,189,1,463
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",swagdaddycam,,254,299,0,463
1/29/2016 23:15,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",lcfootball11,,481,650,2,463
1/29/2016 23:15,RT @NatashaABC7: YES! #BayBridge lights officially coming back Sat! Meet the artist behind it: https://t.co/c0URFPDmNA #SB50 #abc7now httpsâ€_,JuanchoLemus,,1410,1196,140,15
1/29/2016 23:14,RT @NFL: And then there were two. #SB50 https://t.co/m8B8RhdYQt,DoubleAA28,,72,572,6,5485
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",_robbbieee,,528,343,2,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",christalm__,,210,246,1,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",kylehiggins34,,53,80,0,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",steffiilyn,,80,108,0,463
1/29/2016 23:14,"RT @Panthers: Always With Us. #TEAM #SB50 #KeepPounding https://t.co/fCUwhaJSZL",lXDUKEXl,,120,431,8,861
1/29/2016 23:14,"RT @NFL: #SB50 EMOJI REMINDER:@Panthers = #KeepPounding @broncos = #Broncos",allstarqbs2,,5,42,0,457
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Imranusa11,,251,332,10,463
1/29/2016 23:14,This prom photo of one @Panthers player is too good. See them all in an upcoming @sn_nfl #SuperBowl50 gallery. https://t.co/RfKajwp22k,JoshHyber,,695,1192,23,0
1/29/2016 23:14,RT @wweek: Dear People of San Francisco: We Invite You to Take Refuge in Portland for #SuperBowl50 https://t.co/H1A5wBJJYu https://t.co/FqLâ€_,highmindedjews,,791,2171,59,11
1/29/2016 23:14,"RT @WayneFreedman: #sb50  More happy bokeh on Battery Street. Superbowl City=Super Slow commute, especially in Friday rain. https://t.co/XKâ€_",sakaphotogrfx,,95,181,21,1
1/29/2016 23:14,RT @NatashaABC7: Planning your weekend yet? Here is the Super Bowl 50 Events Schedule! https://t.co/nhUn1Yv7Ma #SB50 #abc7now https://t.co/â€_,JuanchoLemus,,1410,1196,140,10
1/29/2016 23:14,Looking forward to the Super Bowl can't wait to see if Broncos can slow down Carolina run game. #SuperBowl50,dukeboy100,,548,1994,11,0
1/29/2016 23:14,RT @wsoctv: At 6:05: This 95-year-old woman says she has some advice for the @Panthers #PanthersPride https://t.co/q425ALhueJ https://t.co/â€_,Panthers_Tweets,,2264,2039,20,19
1/29/2016 23:14,"RT @Panthers: Ready For Battle. #SB50 #KeepPounding https://t.co/wksy9aMWZ7",lXDUKEXl,,120,431,8,1574
1/29/2016 23:14,RT @KRIOLYN: .@TIBCO's Roger Craig makes one girl's dream come true on @GMA! #PLAY60 #SuperBowl50 #NFL https://t.co/IZafllosIz https://t.coâ€_,Krimo85221162,,3,56,8,1
1/29/2016 23:14,"@adri_rod12 @Grindin_59 Just hashtag ""Broncos"" #Broncos... see? #GoBroncos #SB50 #BeatThePanthers",hyperbolergic,adri_rod12,6,49,0,0
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",AtlStomp,,229,994,7,463
1/29/2016 23:14,RT @SandhyaABC7: Looks dry for #SB50 right now!  ABC7 Weather team will keep you posted on any changes.  More info on #SB50 https://t.co/Qxâ€_,LiveDoppler7HD,,4968,144,143,3
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",ThatsJust_Dee,,673,910,1,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",matt_gannon_,,521,576,1,463
1/29/2016 23:14,I am SO excited for #SB50!! @Panthers #KeepPounding,Tinyballerina13,,46,215,1,0
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",wash10181,,978,1328,12,463
1/29/2016 23:14,"RT @PanthersCR: California Dreaming? 2 tickets to #SuperBowl50 are up on the #KeepPounding Auction!Bid Here&gt;https://t.co/cjNSK0HPoZ https:â€_",naturalhazards,,1521,409,462,74
1/29/2016 23:14,RT @TopShelfBreaks: RT &amp; USE #TSB50 chance to win FREE SPOT in a @paniniamerica break #Superbowl50 sunday #AreYouIn https://t.co/26jZ7dW5Qo,12thman4life25,,135,342,15,60
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",CaydenGermany,,473,643,1,463
1/29/2016 23:14,Former Carolina GM Marty Hurney helped build the Panthers team playing in SB50. He is on with us now on @ESPN_SA 94.5FM/AM1250,JasonMinnix,,5826,474,77,0
1/29/2016 23:14,Dear People of San Francisco: We Invite You to Take Refuge in Portland for #SuperBowl50 https://t.co/H1A5wBJJYu https://t.co/FqLrnlJIVP,wweek,,75363,419,1700,11
1/29/2016 23:14,@Jesskamarieb Awesome!!  GO #Broncos #SB50,SheIsMedia,Jesskamarieb,671,1985,9,0
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",TamaraBenningto,,1826,2135,29,463
1/29/2016 23:14,"RT @nflnetwork: Key to a @Panthers #SB50 win?Getting this guy â¬‡ going.https://t.co/mrw04JpQsA https://t.co/XJV4Z4j5Hv",StephenAce_46,,265,638,8,46
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",jos_delgado1,,27,142,0,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",HouKnowsBest,,1444,420,21,463
1/29/2016 23:14,"RT @nflnetwork: Key to a @Panthers #SB50 win?Getting this guy â¬‡ going.https://t.co/mrw04JpQsA https://t.co/XJV4Z4j5Hv",JoynerJared,,577,412,16,46
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",_princenave_,,117,116,0,463
1/29/2016 23:14,RT @CFB: Ranking each former B1G player in Super Bowl 50 https://t.co/fHSQebzlsF,SoonersFootball,,1195,1942,27,3
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",SquiresRichmond,,1293,1786,29,463
1/29/2016 23:14,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",gr8golfdreamer1,,418,393,16,463
1/29/2016 23:14,RT @WBTV_News: AG warns of possible #SB50 ticket scams https://t.co/DagAGjP43z https://t.co/cdxhuR3ru0,BrackSnacks,,998,1916,24,2
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Im_Razed,,975,1122,6,463
1/29/2016 23:13,â€˜Meanâ€™ Joe Greene Reunites With Kid From Iconic @CocaCola Super Bowl Ad: https://t.co/wvzq2fT9e8 via @TheRoot #SuperBowl50,joseramonmarmtz,,2193,863,39,0
1/29/2016 23:13,Pro bowl around the corner and it's the only game #bengals &amp; #steelers fans root for the same team _Ÿ˜‚_Ÿ˜‚ can't wait! #probowl #SB50 #FanFriday,fugatetaylor612,,16,58,1,0
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",DavidLlamas8,,1447,396,8,463
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",TreySteiner,,199,284,1,463
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",aubwatkins,,754,508,2,463
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",Ohmoe__,,1165,852,2,463
1/29/2016 23:13,"RT @CarPanthersNews: SO. MANY. FANS.#PantherNation #KeepPounding (_Ÿ“_ @The_Ginger02) #SB50 https://t.co/2EjjST2uEC",DivaQueen227,,70,917,1,135
1/29/2016 23:13,RT @SAPStore: Businesses must disrupt what they know to innovate &amp; grow. SAP is starting this trend with #SB50: https://t.co/mua4htM4f5 #SBâ€_,andytoronto,,5319,3224,2079,5
1/29/2016 23:13,#Broncos #BroncosCountry #Forum Wade says match zone -- explain https://t.co/WDCY6XUP5A,BroncosViews,,15558,8240,59,1
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",ChaffmanJoseph2,,700,479,5,463
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",trapgod_Ben,,1560,1110,5,463
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",tahoia1231,,10,157,0,463
1/29/2016 23:13,Video: @sb_joedavidson talks #carolinapanthers and former #GrantHigh star @ShaqThompson_7 in advance of #SuperBowl50 https://t.co/HLmuCkIOJJ,NewsFletch,,4761,2362,299,0
1/29/2016 23:13,"RT @LevisStadium: â†•ï¸è @Panthers, the end zone is officially ready for dabbing. #SB50 #KeepPounding https://t.co/o4cb2O59Dn",BubbaCL910,,135,236,2,924
1/29/2016 23:13,RT @donovan_khv: They givin y'all a fair warning _Ÿ˜‚_Ÿ˜‚_Ÿ’¯_Ÿ’¯ #SuperBowl50 https://t.co/wbLVmiKYM0,sway_swayze,,228,229,0,10
1/29/2016 23:13,"RT @Panthers: One last practice in Charlotte Â» https://t.co/VaWBqHmxz5#SB50 #KeepPounding https://t.co/0nKjRXRV4t",langstonwertzjr,,10897,971,166,463
